id,airport_code,city,driver_name,driver_rating,driver_trips,cab_type,vehicle_model,passenger_capacity,base_fare,price_per_km,estimated_wait_minutes,is_electric,is_shuttle
4170,KJB,Kurnool (Orvakal),Anil Deshmukh,4.66,657,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,7,0,0
4171,NVY,Neyveli,Sanjay Rao,4.81,795,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,13,0,0
4172,LGP,Rupsi / Dhubri,Mahesh Choudhary,4.77,1680,Hatchback (WagonR),Hyundai i10,4,250,12,7,0,0
4173,AJL,Aizawl,Vikram Singh,4.45,1676,Sedan (Dzire/Etios),Toyota Etios,4,350,14,3,0,0
4174,COB,Cooch Behar,Manoj Gupta,4.85,455,Executive Premium,Mercedes C-Class,4,1200,35,3,0,0
4175,NAG,Nagpur,Ramesh Verma,4.86,101,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,12,0,0
4176,IXS,Silchar,Vijay Reddy,4.94,1195,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,7,1,0
4177,BDQ,Vadodara,Amit Kumar,4.91,537,Sedan (Dzire/Etios),Toyota Etios,4,350,14,14,0,0
4178,MEH,Mehsana,Vikram Singh,4.64,1727,Hatchback (WagonR),Hyundai i10,4,250,12,14,0,0
4179,JGA,Jamnagar,Anil Deshmukh,4.83,87,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,9,1,0
4180,AGR,Agra,Vikram Singh,4.88,2146,Airport Express Shuttle,Tata Winger Executive,12,180,8,9,0,1
4181,NVM,Navi Mumbai,Rohan Mehta,4.65,786,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,3,1,0
4182,DHM,Dharamshala / Kangra,Praveen Nair,4.88,1873,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,10,1,0
4183,KBK,Kushinagar,Vikram Singh,4.69,260,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,3,0,0
4184,PAT,Patna,Harpreet Singh,4.98,1523,Airport Express Shuttle,Tata Winger Executive,12,180,8,7,0,1
4185,RAT,Ratlam,Amit Kumar,4.48,658,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
4186,IXP,Pathankot,Amit Kumar,4.48,1082,Executive Premium,Skoda Superb,4,1200,35,9,0,0
4187,RAT,Ratlam,Ramesh Verma,4.52,1517,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,7,0,0
4188,KHO,Khowai,Vikram Singh,4.83,341,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,3,0,0
4189,RMD,Ratnagiri,Sunil Yadav,4.74,2304,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
4190,CJB,Coimbatore,Harpreet Singh,4.84,758,Executive Premium,Skoda Superb,4,1200,35,7,0,0
4191,KAP,Kadapa,Rohan Mehta,4.97,2369,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
4192,STV,Surat,Amit Kumar,4.83,736,Hatchback (WagonR),Tata Tiago,4,250,12,6,0,0
4193,BVC,Bhavnagar,Deepak Joshi,4.92,335,Executive Premium,Toyota Camry Hybrid,4,1200,35,6,0,0
4194,GOX,Goa (Mopa),Rahul Banerjee,4.44,683,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
4195,MYQ,Mysuru,Suresh Patel,4.53,1575,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,12,0,0
4196,IXC,Chandigarh,Harpreet Singh,4.62,1859,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
4197,GOP,Ganjam / Gopalpur,Praveen Nair,4.71,1038,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,6,0,0
4198,SNE,Singrauli,Dinesh Pillai,4.46,811,Executive Premium,Mercedes C-Class,4,1200,35,5,0,0
4199,KOR,Koraput,Dinesh Pillai,4.43,1088,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
4200,AMR,Amravati,Ramesh Verma,4.91,755,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,8,0,0
4201,ATQ,Amritsar,Anil Deshmukh,4.86,1387,Sedan (Dzire/Etios),Toyota Etios,4,350,14,11,0,0
4202,KNU,Kanpur,Suresh Patel,4.43,1500,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,3,0,0
4203,JGD,Jagdalpur,Amit Kumar,4.64,363,Hatchback (WagonR),Tata Tiago,4,250,12,11,0,0
4204,NAG,Nagpur,Rohan Mehta,4.95,982,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,13,0,0
4205,BKN,Bikaner,Vijay Reddy,4.5,2320,Executive Premium,Skoda Superb,4,1200,35,9,0,0
4206,RPR,Raipur,Praveen Nair,4.74,390,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,11,0,0
4207,ANK,Ankleshwar,Pankaj Das,4.89,1791,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,6,1,0
4208,VDY,Vidyanagar / Ballari,Vikram Singh,4.41,2189,Executive Premium,Mercedes C-Class,4,1200,35,5,0,0
4209,JDH,Jodhpur,Rajesh Sharma,4.78,907,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,6,0,0
4210,BDQ,Vadodara,Ramesh Verma,4.82,1654,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
4211,KAR,Karad / Satara,Deepak Joshi,4.72,395,Executive Premium,Toyota Camry Hybrid,4,1200,35,7,0,0
4212,DEL,New Delhi,Sunil Yadav,4.6,2150,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
4213,IXE,Mangaluru,Amit Kumar,4.96,2119,Sedan (Dzire/Etios),Toyota Etios,4,350,14,13,0,0
4214,STV,Surat,Mahesh Choudhary,4.97,1627,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
4215,DMU,Dimapur,Anil Deshmukh,4.63,902,Hatchback (WagonR),Tata Tiago,4,250,12,3,0,0
4216,DON,Bhadrak / Dhamra,Santosh Kulkarni,4.41,795,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,9,0,0
4217,GAW,Guwahati,Rahul Banerjee,4.85,836,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
4218,IXP,Pathankot,Rahul Banerjee,4.48,2158,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,4,1,0
4219,TCR,Thoothukudi (Tuticorin),Sunil Yadav,4.59,999,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,12,1,0
4220,JDH,Jodhpur,Praveen Nair,4.41,1954,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,4,0,0
4221,CCJ,Kozhikode (Calicut),Praveen Nair,4.75,2379,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
4222,RJA,Rajahmundry,Mahesh Choudhary,4.81,1013,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,11,0,0
4223,CNN,Kannur,Anil Deshmukh,4.95,1092,Airport Express Shuttle,Tata Winger Executive,12,180,8,11,0,1
4224,BOM,Mumbai,Vikram Singh,4.7,1488,Hatchback (WagonR),Tata Tiago,4,250,12,12,0,0
4225,SDW,Sindhudurg,Sanjay Rao,4.78,438,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
4226,UDR,Udaipur,Harpreet Singh,4.93,1904,Executive Premium,Toyota Camry Hybrid,4,1200,35,13,0,0
4227,GWL,Gwalior,Mahesh Choudhary,4.61,1613,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,9,0,0
4228,DED,Dehradun,Rajesh Sharma,4.61,724,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
4229,KARN,Karnal,Ramesh Verma,4.64,207,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
4230,HSS,Hisar,Deepak Joshi,4.93,1825,Executive Premium,Skoda Superb,4,1200,35,8,0,0
4231,BOM,Mumbai,Gaurav Tiwari,4.4,2119,Hatchback (WagonR),Hyundai i10,4,250,12,10,0,0
4232,AJL,Aizawl,Vikram Singh,4.85,939,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
4233,HYD,Hyderabad,Harpreet Singh,4.45,1414,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,6,0,0
4234,COK,Kochi,Vijay Reddy,4.53,424,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,14,1,0
4235,KAM,Kamalpur,Rajesh Sharma,4.85,1861,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,3,0,0
4236,IXS,Silchar,Santosh Kulkarni,4.45,2143,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,7,1,0
4237,ISK,Nashik,Amit Kumar,4.77,565,Airport Express Shuttle,Force Traveller AC,12,180,8,3,0,1
4238,LGP,Rupsi / Dhubri,Rajesh Sharma,4.77,1873,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,4,1,0
4239,KARN,Karnal,Sanjay Rao,4.98,1597,Airport Express Shuttle,Tata Winger Executive,12,180,8,8,0,1
4240,NAG,Nagpur,Anil Deshmukh,4.66,780,Executive Premium,Skoda Superb,4,1200,35,9,0,0
4241,BBI,Bhubaneswar,Anil Deshmukh,4.65,648,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
4242,KOP,Kolhapur,Manoj Gupta,4.7,1936,Hatchback (WagonR),Tata Tiago,4,250,12,13,0,0
4243,NPL,Narnaul,Ramesh Verma,4.78,897,Executive Premium,Skoda Superb,4,1200,35,4,0,0
4244,SLV,Shimla,Anil Deshmukh,4.83,1395,Executive Premium,Toyota Camry Hybrid,4,1200,35,9,0,0
4245,PBF,Bilaspur,Rohan Mehta,4.83,403,Hatchback (WagonR),Hyundai i10,4,250,12,14,0,0
4246,KAP,Kadapa,Santosh Kulkarni,4.69,2075,Hatchback (WagonR),Hyundai i10,4,250,12,8,0,0
4247,VZY,Vijayawada,Amit Kumar,4.67,2121,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
4248,KNU,Kanpur,Santosh Kulkarni,4.83,819,Executive Premium,Skoda Superb,4,1200,35,7,0,0
4249,SAH,Saharanpur,Sanjay Rao,4.78,1141,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,11,1,0
4250,RJA,Rajahmundry,Amit Kumar,4.8,375,Hatchback (WagonR),Hyundai i10,4,250,12,12,0,0
4251,DON,Bhadrak / Dhamra,Ramesh Verma,4.97,1458,Executive Premium,Mercedes C-Class,4,1200,35,10,0,0
4252,KUU,Kullu / Manali,Suresh Patel,4.91,1346,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,14,0,0
4253,LUD,Ludhiana,Manoj Gupta,4.61,1196,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,12,0,0
4254,MOR,Moradabad,Manoj Gupta,4.74,1927,Executive Premium,Skoda Superb,4,1200,35,12,0,0
4255,HYD,Hyderabad,Deepak Joshi,4.87,2104,Airport Express Shuttle,Tata Winger Executive,12,180,8,13,0,1
4256,ISK,Nashik,Vikram Singh,4.93,2126,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,11,0,0
4257,IXM,Madurai,Mahesh Choudhary,4.93,251,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,13,1,0
4258,GOX,Goa (Mopa),Amit Kumar,4.68,479,Sedan (Dzire/Etios),Toyota Etios,4,350,14,10,0,0
4259,WGC,Warangal,Praveen Nair,4.96,1703,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
4260,LKO,Lucknow,Sunil Yadav,4.85,559,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,9,0,0
4261,IXD,Prayagraj (Allahabad),Vijay Reddy,4.66,1193,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,7,0,0
4262,GWL,Gwalior,Rohan Mehta,4.89,2343,Hatchback (WagonR),Tata Tiago,4,250,12,13,0,0
4263,KHO,Khowai,Deepak Joshi,4.8,2080,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,3,0,0
4264,RXL,Raxaul,Suresh Patel,4.64,1970,Sedan (Dzire/Etios),Toyota Etios,4,350,14,10,0,0
4265,SXR,Srinagar,Rahul Banerjee,4.46,1983,Hatchback (WagonR),Hyundai i10,4,250,12,5,0,0
4266,HBX,Hubballi / Dharwad,Harpreet Singh,4.75,1006,Airport Express Shuttle,Tata Winger Executive,12,180,8,8,0,1
4267,BHU,Bathinda,Deepak Joshi,4.64,464,Executive Premium,Skoda Superb,4,1200,35,6,0,0
4268,MAL,Malda,Manoj Gupta,4.49,1003,Airport Express Shuttle,Tata Winger Executive,12,180,8,14,0,1
4269,BHU,Bathinda,Gaurav Tiwari,4.51,184,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,12,0,0
4270,KOK,Kokrajhar,Sanjay Rao,4.8,2228,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,3,0,0
4271,IXZ,Port Blair (Andaman),Mahesh Choudhary,4.53,1575,Airport Express Shuttle,Force Traveller AC,12,180,8,3,0,1
4272,IMF,Imphal,Rahul Banerjee,4.69,983,Hatchback (WagonR),Tata Tiago,4,250,12,5,0,0
4273,LGP,Rupsi / Dhubri,Manoj Gupta,4.7,668,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,3,1,0
4274,KAP,Kadapa,Sanjay Rao,4.9,194,Executive Premium,Toyota Camry Hybrid,4,1200,35,3,0,0
4275,PNV,Porbandar,Rohan Mehta,4.89,1349,Sedan (Dzire/Etios),Toyota Etios,4,350,14,10,0,0
4276,IXE,Mangaluru,Rohan Mehta,4.63,860,Executive Premium,Skoda Superb,4,1200,35,4,0,0
4277,PYB,Jeypore,Dinesh Pillai,4.85,402,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
4278,LGP,Rupsi / Dhubri,Suresh Patel,4.9,1387,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
4279,NWP,Pithoragarh,Sunil Yadav,4.81,1912,Executive Premium,Skoda Superb,4,1200,35,10,0,0
4280,RJA,Rajahmundry,Sunil Yadav,4.41,185,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,7,1,0
4281,NAG,Nagpur,Praveen Nair,4.78,1736,Executive Premium,Toyota Camry Hybrid,4,1200,35,5,0,0
4282,GOP,Ganjam / Gopalpur,Praveen Nair,4.52,987,Executive Premium,Skoda Superb,4,1200,35,13,0,0
4283,LAT,Latur,Gaurav Tiwari,4.88,1927,Sedan (Dzire/Etios),Toyota Etios,4,350,14,11,0,0
4284,BID,Bidar,Suresh Patel,4.72,800,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,13,1,0
4285,NDC,Nanded,Harpreet Singh,4.59,209,Hatchback (WagonR),Hyundai i10,4,250,12,5,0,0
4286,PINJ,Panchkula / Pinjore,Sanjay Rao,4.67,1138,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,8,0,0
4287,MEH,Mehsana,Praveen Nair,4.93,1285,Hatchback (WagonR),Hyundai i10,4,250,12,4,0,0
4288,COK,Kochi,Vikram Singh,4.41,523,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
4289,LKO,Lucknow,Amit Kumar,4.62,340,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,4,1,0
4290,MEH,Mehsana,Vijay Reddy,4.41,147,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
4291,AMRE,Amreli,Mahesh Choudhary,4.58,2210,Hatchback (WagonR),Hyundai i10,4,250,12,9,0,0
4292,ATQ,Amritsar,Dinesh Pillai,4.84,290,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,14,0,0
4293,DGR,Deoghar,Sanjay Rao,4.71,168,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,9,0,0
4294,BHU,Bathinda,Anil Deshmukh,4.41,1996,Executive Premium,Skoda Superb,4,1200,35,5,0,0
4295,SAG,Shirdi,Sunil Yadav,4.7,956,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,8,1,0
4296,ZER,Ziro,Gaurav Tiwari,4.64,1502,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,5,0,0
4297,JDH,Jodhpur,Suresh Patel,4.79,2113,Airport Express Shuttle,Tata Winger Executive,12,180,8,13,0,1
4298,HSS,Hisar,Santosh Kulkarni,4.74,1764,Airport Express Shuttle,Tata Winger Executive,12,180,8,14,0,1
4299,LKO,Lucknow,Deepak Joshi,4.9,1349,Executive Premium,Mercedes C-Class,4,1200,35,12,0,0
4300,HZD,Hazaribagh,Sanjay Rao,4.43,597,Executive Premium,Toyota Camry Hybrid,4,1200,35,11,0,0
4301,BOM,Mumbai,Mahesh Choudhary,4.87,695,Hatchback (WagonR),Tata Tiago,4,250,12,14,0,0
4302,SDW,Sindhudurg,Pankaj Das,4.7,564,Executive Premium,Toyota Camry Hybrid,4,1200,35,4,0,0
4303,SLV,Shimla,Manoj Gupta,4.66,1646,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
4304,HSS,Hisar,Sunil Yadav,4.66,2319,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
4305,SDW,Sindhudurg,Vikram Singh,4.75,906,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,11,0,0
4306,CFH,Chitrakoot,Rohan Mehta,4.49,1029,Hatchback (WagonR),Hyundai i10,4,250,12,13,0,0
4307,IXC,Chandigarh,Pankaj Das,4.93,472,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,7,0,0
4308,KOP,Kolhapur,Vijay Reddy,4.75,131,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
4309,DHM,Dharamshala / Kangra,Dinesh Pillai,4.56,2287,Sedan (Dzire/Etios),Toyota Etios,4,350,14,6,0,0
4310,TIR,Tirupati,Pankaj Das,4.61,1326,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,9,0,0
4311,LGP,Rupsi / Dhubri,Vikram Singh,4.6,1644,Hatchback (WagonR),Hyundai i10,4,250,12,8,0,0
4312,NAG,Nagpur,Ramesh Verma,4.42,1576,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
4313,DEL,New Delhi,Pankaj Das,4.73,735,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
4314,CHI,Chhindwara,Mahesh Choudhary,4.42,1785,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
4315,SXV,Shivamogga,Mahesh Choudhary,4.67,751,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
4316,IXG,Belagavi,Santosh Kulkarni,4.7,2181,Hatchback (WagonR),Tata Tiago,4,250,12,12,0,0
4317,IXA,Agartala,Pankaj Das,4.6,1495,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,13,1,0
4318,BHJ,Bhuj (Kutch),Santosh Kulkarni,4.95,2390,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,5,1,0
4319,SAH,Saharanpur,Suresh Patel,4.5,1468,Sedan (Dzire/Etios),Toyota Etios,4,350,14,3,0,0
4320,ROU,Rourkela,Sunil Yadav,4.85,2072,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,4,1,0
4321,PBF,Bilaspur,Santosh Kulkarni,4.67,722,Airport Express Shuttle,Tata Winger Executive,12,180,8,5,0,1
4322,MAL,Malda,Vijay Reddy,4.5,1245,Hatchback (WagonR),Tata Tiago,4,250,12,11,0,0
4323,SHL,Shillong,Suresh Patel,4.61,660,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,7,0,0
4324,PAT,Patna,Ramesh Verma,4.66,2018,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
4325,CCJ,Kozhikode (Calicut),Mahesh Choudhary,4.62,1173,Executive Premium,Skoda Superb,4,1200,35,3,0,0
4326,IXM,Madurai,Amit Kumar,4.86,1684,Sedan (Dzire/Etios),Toyota Etios,4,350,14,7,0,0
4327,SIV,Sivasagar,Rohan Mehta,4.79,1692,Sedan (Dzire/Etios),Toyota Etios,4,350,14,14,0,0
4328,DON,Bhadrak / Dhamra,Rajesh Sharma,4.67,456,Executive Premium,Toyota Camry Hybrid,4,1200,35,8,0,0
4329,UDR,Udaipur,Amit Kumar,4.71,1252,Airport Express Shuttle,Force Traveller AC,12,180,8,3,0,1
4330,ZER,Ziro,Vijay Reddy,4.63,1874,Hatchback (WagonR),Tata Tiago,4,250,12,8,0,0
4331,IXG,Belagavi,Praveen Nair,4.85,924,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,14,0,0
4332,AYJ,Ayodhya,Suresh Patel,4.79,518,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
4333,JSA,Jaisalmer,Pankaj Das,4.92,233,Hatchback (WagonR),Hyundai i10,4,250,12,8,0,0
4334,DUM,Dumka,Praveen Nair,4.45,348,Executive Premium,Mercedes C-Class,4,1200,35,4,0,0
4335,BGP,Bhagalpur,Amit Kumar,4.76,1744,Hatchback (WagonR),Hyundai i10,4,250,12,7,0,0
4336,NAG,Nagpur,Santosh Kulkarni,4.97,2376,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,3,0,0
4337,ASL,Asansol,Mahesh Choudhary,4.97,1665,Hatchback (WagonR),Hyundai i10,4,250,12,14,0,0
4338,IXB,Siliguri / Bagdogra,Anil Deshmukh,4.75,167,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,13,1,0
4339,AKL,Akola,Deepak Joshi,4.89,717,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
4340,DON,Bhadrak / Dhamra,Rahul Banerjee,4.7,1306,Executive Premium,Toyota Camry Hybrid,4,1200,35,13,0,0
4341,COK,Kochi,Vijay Reddy,4.95,910,Executive Premium,Skoda Superb,4,1200,35,9,0,0
4342,ZER,Ziro,Mahesh Choudhary,4.96,1910,Hatchback (WagonR),Hyundai i10,4,250,12,9,0,0
4343,RGD,Raigarh,Pankaj Das,4.41,521,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,3,1,0
4344,ZER,Ziro,Sunil Yadav,4.56,383,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,8,0,0
4345,CJB,Coimbatore,Pankaj Das,4.57,413,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,4,0,0
4346,KARN,Karnal,Sanjay Rao,4.85,2113,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
4347,SDW,Sindhudurg,Santosh Kulkarni,4.92,2271,Executive Premium,Toyota Camry Hybrid,4,1200,35,4,0,0
4348,KJB,Kurnool (Orvakal),Rajesh Sharma,4.44,1186,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,5,0,0
4349,IXW,Jamshedpur,Santosh Kulkarni,4.8,485,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
4350,DON,Bhadrak / Dhamra,Gaurav Tiwari,4.89,2347,Airport Express Shuttle,Tata Winger Executive,12,180,8,7,0,1
4351,SAG,Shirdi,Vikram Singh,4.7,258,Hatchback (WagonR),Tata Tiago,4,250,12,14,0,0
4352,JSA,Jaisalmer,Rajesh Sharma,4.9,1962,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,5,0,0
4353,ISK,Nashik,Rajesh Sharma,4.86,1129,Hatchback (WagonR),Hyundai i10,4,250,12,8,0,0
4354,NWP,Pithoragarh,Mahesh Choudhary,4.53,261,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
4355,IXR,Ranchi,Suresh Patel,4.65,1701,Sedan (Dzire/Etios),Toyota Etios,4,350,14,9,0,0
4356,JDH,Jodhpur,Santosh Kulkarni,4.65,2369,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,11,0,0
4357,IXG,Belagavi,Pankaj Das,4.43,1940,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,7,1,0
4358,KHO,Khowai,Vijay Reddy,4.91,923,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,10,0,0
4359,PYG,Gangtok / Pakyong (Sikkim),Dinesh Pillai,4.89,320,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,7,1,0
4360,PBF,Bilaspur,Santosh Kulkarni,4.86,1613,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
4361,PNV,Porbandar,Manoj Gupta,4.89,1935,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,10,1,0
4362,AMB,Ambikapur,Vijay Reddy,4.57,2021,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,12,0,0
4363,NWP,Pithoragarh,Anil Deshmukh,4.91,528,Hatchback (WagonR),Hyundai i10,4,250,12,13,0,0
4364,CJB,Coimbatore,Vijay Reddy,4.51,1477,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,6,0,0
4365,JDH,Jodhpur,Anil Deshmukh,4.59,575,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,8,1,0
4366,PGH,Pantnagar / Nainital,Manoj Gupta,4.41,585,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
4367,REW,Rewa,Gaurav Tiwari,4.41,708,Airport Express Shuttle,Force Traveller AC,12,180,8,5,0,1
4368,SLV,Shimla,Vijay Reddy,4.7,1553,Hatchback (WagonR),Tata Tiago,4,250,12,7,0,0
4369,NMS,Naliya,Vijay Reddy,4.73,2057,Hatchback (WagonR),Tata Tiago,4,250,12,12,0,0
4370,SRA,Shravasti,Vikram Singh,4.42,2200,Executive Premium,Skoda Superb,4,1200,35,3,0,0
4371,JRG,Jharsuguda,Santosh Kulkarni,4.86,1430,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
4372,JRH,Jorhat,Sunil Yadav,4.74,1072,Executive Premium,Mercedes C-Class,4,1200,35,3,0,0
4373,SXV,Shivamogga,Vikram Singh,4.63,1312,Hatchback (WagonR),Hyundai i10,4,250,12,9,0,0
4374,SIV,Sivasagar,Gaurav Tiwari,4.43,2208,Executive Premium,Toyota Camry Hybrid,4,1200,35,5,0,0
4375,BKN,Bikaner,Suresh Patel,4.4,959,Executive Premium,Toyota Camry Hybrid,4,1200,35,13,0,0
4376,COB,Cooch Behar,Praveen Nair,4.63,2146,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,3,0,0
4377,GBI,Kalaburagi (Gulbarga),Mahesh Choudhary,4.94,1508,Airport Express Shuttle,Force Traveller AC,12,180,8,5,0,1
4378,KBK,Kushinagar,Rajesh Sharma,4.67,664,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
4379,BOM,Mumbai,Mahesh Choudhary,4.48,1874,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,7,0,0
4380,CJB,Coimbatore,Gaurav Tiwari,4.74,1419,Executive Premium,Toyota Camry Hybrid,4,1200,35,11,0,0
4381,DON,Bhadrak / Dhamra,Harpreet Singh,4.9,1975,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,4,0,0
4382,SAH,Saharanpur,Deepak Joshi,4.48,1931,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,11,1,0
4383,PBF,Bilaspur,Rajesh Sharma,4.88,1247,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
4384,NVY,Neyveli,Praveen Nair,4.95,1294,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,4,0,0
4385,NVM,Navi Mumbai,Vikram Singh,4.64,2230,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,10,1,0
4386,PBN,Parbhani,Vikram Singh,4.75,865,Executive Premium,Skoda Superb,4,1200,35,5,0,0
4387,BTH,Bettiah,Vikram Singh,4.98,976,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,13,0,0
